,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id
NNMT_pos,827.0,0.04175159397166802,0.3051631137607183,0.1459853753905032,NNMT
NORANMT_pos,750.0,0.2430286930180392,0.0699865686827576,0.370121768555788,NORANMT
NOS1_pos,566.0,0.3672270883792972,0.2851100270279764,0.48618902401918707,NOS1
NOS2_pos,566.0,0.3672270883792972,0.2851100270279764,0.48618902401918707,NOS2
NP1_pos,821.0,0.049032448578516956,0.26223128447648697,0.15925797786312543,NP1
NPTHLte_pos,760.0,0.20045824904981469,0.20726648629968528,0.33367158877751885,NPTHLte
NRPPHRSFt_pos,763.0,0.18881719051991175,0.05822769462797846,0.32276231756411805,NRPPHRSFt
NRPPHRSULT_pos,763.0,0.18881719051991175,0.05822769462798263,0.32276231756411805,NRPPHRSULT
NRPPHRVESSEC_pos,976.0,0.00020187025340352653,0.7764296991803996,0.002944692200875102,NRPPHRVESSEC
NRPPHRt4_2_r_neg,1029.0,1.59972429931672e-05,0.7283211150361826,0.0003944980489069723,NRPPHRt4_2_r
NRPPHRt4_2_r_pos,624.0,0.8083820913554247,0.30611401463210197,0.8494576245389452,NRPPHRt4_2_r
NRPPHRtu_neg,624.0,0.8083820913554247,0.30611401463210197,0.8494576245389452,NRPPHRtu
NRPPHRtu_pos,1029.0,1.59972429931672e-05,0.728321115036183,0.0003944980489069723,NRPPHRtu
NRVNCCOAtx_neg,993.0,9.290187910337798e-05,0.9321436281152721,0.001521588420903697,NRVNCCOAtx
NRVNCCOAtx_pos,820.0,0.050343977311677966,0.3579953215491423,0.16198812985318342,NRVNCCOAtx
NRVNCCOAtxc_pos,993.0,9.290187910337798e-05,0.9321436281152733,0.001521588420903697,NRVNCCOAtxc
NRVNCt_neg,642.0,0.9685085078483763,-0.05691256876941946,0.9771812720069691,NRVNCt
NRVNCt_pos,680.0,0.7055269565086238,-0.003982536133403797,0.7628422668404793,NRVNCt
NS26T2g_pos,810.0,0.06514925022960544,0.20051719680820532,0.18024993660053834,NS26T2g
NS26Tg_pos,847.0,0.023723249479090852,0.27399414244251236,0.10677096098199637,NS26Tg
NT5C_pos,1028.0,1.6834161734239145e-05,0.7944668200293331,0.0004059455606393093,NT5C
NTD10_pos,842.0,0.02744123351378389,0.28177856756439884,0.1152496536070551,NTD10
NTD11_pos,932.0,0.0012803095132332641,0.5157084890521502,0.013898376526543821,NTD11
NTD1_pos,1033.0,1.3029567544407619e-05,1.0452892323153065,0.0003262384057574858,NTD1
NTD1m_pos,757.0,0.21261466012820074,0.26578822556305426,0.3449445888624111,NTD1m
